ori,des,free_flow_time,,,,,
13160,4748,0.09,,,,,
13160,13161,0.5,,,,,
13161,4787,0.27,,,,,
13161,13160,0.5,,,,,
13161,13162,0.24,,,,,
13162,13161,0.24,,,,,
13162,13163,0.15,,,,,
13163,13162,0.15,,,,,
13163,13164,0.12,,,,,
13164,8135,0.18,,,,,
13164,13157,0.35,,,,,
13164,13163,0.12,,,,,
13165,4803,0.12,,,,,
13165,13166,0.29,,,,,
13166,13165,0.29,,,,,
13166,13167,0.26,,,,,
13167,4873,0.06,,,,,
13167,13166,0.26,,,,,
13168,8172,0.03,,,,,
13168,13169,0.09,,,,,
13169,4871,0.11,,,,,
13169,13168,0.09,,,,,
13170,8172,0.28,,,,,
13170,13173,0.38,,,,,
13171,4873,0.21,,,,,
13171,13172,0.21,,,,,
13172,13171,0.21,,,,,
13172,13255,0.25,,,,,
13173,13170,0.38,,,,,
13173,13174,0.13,,,,,
13174,4953,0.42,,,,,
13174,13173,0.13,,,,,
13175,4870,0.1,,,,,
13175,13148,0.37,,,,,
13176,4763,0.2,,,,,
13176,13177,0.16,,,,,
13177,4803,0.14,,,,,
13177,13176,0.16,,,,,
13178,4803,0.22,,,,,
13178,13179,0.08,,,,,
13179,13178,0.08,,,,,
13179,13180,0.09,,,,,
13180,4792,0.18,,,,,
13180,13179,0.09,,,,,
13181,1333,0.36,,,,,
13181,4863,0.65,,,,,
13181,8326,0.76,,,,,
13182,13181,0.82,,,,,
13182,13184,0.25,,,,,
13182,28726,0.22,,,,,
13183,13159,0.1,,,,,
13183,13184,0.15,,,,,
13183,28726,0.26,,,,,
13184,10107,0.16,,,,,
13184,13182,0.25,,,,,
13184,13183,0.15,,,,,
13185,4952,0.19,,,,,
13185,13186,0.34,,,,,
13186,8169,0.09,,,,,
13186,13185,0.34,,,,,
13187,13188,0.19,,,,,
13187,13250,0.03,,,,,
13188,13187,0.19,,,,,
13188,13249,0.08,,,,,
13189,13190,0.15,,,,,
13189,13214,0.11,,,,,
13190,13189,0.15,,,,,
13190,13191,0.26,,,,,
13191,13190,0.26,,,,,
13191,13192,0.31,,,,,
13192,4813,0.06,,,,,
13192,13191,0.31,,,,,
13193,4813,0.36,,,,,
13193,13194,0.25,,,,,
13194,4803,0.17,,,,,
13194,13193,0.25,,,,,
13195,4763,0.24,,,,,
13195,13094,0.22,,,,,
13196,13197,0.25,,,,,
13196,13203,0.2,,,,,
13197,13196,0.25,,,,,
13197,13198,0.25,,,,,
13198,8160,0.06,,,,,
13198,13197,0.25,,,,,
13199,8160,0.17,,,,,
13199,13200,0.21,,,,,
13200,13199,0.21,,,,,
13200,13230,0.16,,,,,
13201,13202,0.38,,,,,
13201,13230,0.07,,,,,
13202,4814,0.29,,,,,
13202,13201,0.38,,,,,
13203,8154,0.07,,,,,
13203,13196,0.2,,,,,
13204,8154,0.08,,,,,
13204,13205,0.29,,,,,
13205,13204,0.29,,,,,
13205,13206,0.2,,,,,
13206,13205,0.2,,,,,
13206,13207,0.28,,,,,
13207,13206,0.28,,,,,
13207,13208,0.17,,,,,
13208,13207,0.17,,,,,
13208,28861,0.03,,,,,
13209,4812,1,,,,,
13209,4861,0.77,,,,,
13209,13210,0.29,,,,,
13209,13217,0.08,,,,,
13210,13209,0.29,,,,,
13210,13211,0.21,,,,,
13211,13210,0.21,,,,,
13211,13212,0.25,,,,,
13212,13211,0.25,,,,,
13212,13213,0.22,,,,,
13213,13212,0.22,,,,,
13213,13214,0.07,,,,,
13214,13189,0.11,,,,,
13214,13213,0.07,,,,,
13214,13249,0.21,,,,,
13215,13216,0.04,,,,,
13215,13217,0.38,,,,,
13216,13215,0.04,,,,,
13216,13218,0.13,,,,,
13216,13222,0.03,,,,,
13217,13209,0.08,,,,,
13217,13215,0.38,,,,,
13218,13216,0.13,,,,,
13218,13219,0.24,,,,,
13219,13218,0.24,,,,,
13219,28729,0.14,,,,,
13220,1314,0.86,,,,,
13220,13221,0.16,,,,,
13220,13223,0.2,,,,,
13221,13220,0.16,,,,,
13221,13222,0.26,,,,,
13222,13216,0.03,,,,,
13222,13221,0.26,,,,,
13223,13220,0.2,,,,,
13223,13224,0.27,,,,,
13224,13223,0.27,,,,,
13224,13227,0.1,,,,,
13225,13226,0.05,,,,,
13225,13227,0.1,,,,,
13226,4825,0.29,,,,,
13226,4835,0.92,,,,,
13226,13225,0.05,,,,,
13226,13228,0.21,,,,,
13227,13224,0.1,,,,,
13227,13225,0.1,,,,,
13228,1313,0.84,,,,,
13228,13226,0.21,,,,,
13228,13229,0.38,,,,,
13229,13228,0.38,,,,,
13229,28861,0.09,,,,,
13230,1315,0.49,,,,,
13230,13200,0.16,,,,,
13230,13201,0.07,,,,,
13230,13231,0.08,,,,,
13231,13230,0.08,,,,,
13231,28727,0.31,,,,,
13232,13233,0.26,,,,,
13232,32765,0.35,,,,,
13233,4813,0.1,,,,,
13233,4814,0.31,,,,,
13233,13232,0.26,,,,,
13234,4951,0.32,,,,,
13234,13235,0.2,,,,,
13235,1321,1.48,,,,,
13235,13234,0.2,,,,,
13235,13236,0.2,,,,,
13236,4953,0.08,,,,,
13236,13235,0.2,,,,,
13237,1326,0.6,,,,,
13237,4953,0.36,,,,,
13237,13238,0.2,,,,,
13238,13237,0.2,,,,,
13238,13239,0.13,,,,,
13239,13238,0.13,,,,,
13239,13260,0.19,,,,,
13240,13241,0.14,,,,,
13240,13740,0.05,,,,,
13241,13240,0.14,,,,,
13241,13242,0.22,,,,,
13242,13241,0.22,,,,,
13242,13243,0.23,,,,,
13243,13242,0.23,,,,,
13243,13244,0.1,,,,,
13244,13243,0.1,,,,,
13244,13245,0.14,,,,,
13245,13244,0.14,,,,,
13245,13246,0.08,,,,,
13246,13245,0.08,,,,,
13246,13247,0.26,,,,,
13247,1286,1.04,,,,,
13247,13246,0.26,,,,,
13247,13248,0.13,,,,,
13248,4952,0.06,,,,,
13248,13247,0.13,,,,,
13249,13188,0.08,,,,,
13249,13214,0.21,,,,,
13249,13251,0.4,,,,,
13250,8169,0.16,,,,,
13250,13187,0.03,,,,,
13250,13256,0.13,,,,,
13251,13249,0.4,,,,,
13251,13252,0.34,,,,,
13252,13251,0.34,,,,,
13252,13253,0.1,,,,,
13252,13256,0.31,,,,,
13253,13252,0.1,,,,,
13253,13254,0.26,,,,,
13254,13253,0.26,,,,,
13254,13255,0.16,,,,,
13255,13172,0.25,,,,,
13255,13254,0.16,,,,,
13255,13289,0.05,,,,,
13256,13250,0.13,,,,,
13256,13252,0.31,,,,,
13257,4983,0.11,,,,,
13257,13258,0.21,,,,,
13258,1331,0.44,,,,,
13258,4954,0.07,,,,,
13258,13257,0.21,,,,,
13259,13260,0.22,,,,,
13259,13278,0.27,,,,,
13260,13239,0.19,,,,,
13260,13259,0.22,,,,,
13261,4954,0.11,,,,,
13261,13262,0.21,,,,,
13262,13261,0.21,,,,,
13262,13263,0.21,,,,,
13263,4910,0.08,,,,,
13263,13262,0.21,,,,,
13264,5021,0.12,,,,,
13264,13265,0.13,,,,,
13265,13264,0.13,,,,,
13265,13266,0.15,,,,,
13266,5020,0.06,,,,,
13266,13265,0.15,,,,,
13267,5020,0.04,,,,,
13267,13271,0.29,,,,,
13268,5020,0.09,,,,,
13268,8174,0.07,,,,,
13269,4940,0.06,,,,,
13269,13270,0.4,,,,,
13270,4982,0.06,,,,,
13270,13269,0.4,,,,,
13271,4982,0.08,,,,,
13271,13267,0.29,,,,,
13272,13280,0.2,,,,,
13272,28866,0.25,,,,,
13273,13274,0.27,,,,,
13273,28866,0.1,,,,,
13274,5021,0.2,,,,,
13274,13273,0.27,,,,,
13275,5007,0.08,,,,,
13275,31563,0.06,,,,,
13276,5016,0.09,,,,,
13276,13279,0.17,,,,,
13277,5017,0.04,,,,,
13277,13279,0.11,,,,,
13278,4954,0.07,,,,,
13278,13259,0.27,,,,,
13279,13276,0.17,,,,,
13279,13277,0.11,,,,,
13279,29411,0.39,,,,,
13280,5017,0.07,,,,,
13280,13272,0.2,,,,,
13280,13281,0.08,,,,,
13281,13280,0.08,,,,,
13281,29411,0.38,,,,,
13282,5031,0.09,,,,,
13283,5007,0.11,,,,,
13284,8037,0.18,,,,,
13284,13285,0.19,,,,,
13285,4941,0.1,,,,,
13285,13284,0.19,,,,,
13286,8170,0.08,,,,,
13286,13741,0.11,,,,,
13287,13288,0.21,,,,,
13287,13741,0.07,,,,,
13288,13287,0.21,,,,,
13288,13731,0.08,,,,,
13289,4951,0.23,,,,,
13289,13255,0.05,,,,,
13290,4677,0.03,,,,,
13290,13291,0.04,,,,,
13291,13290,0.04,,,,,
13291,13292,0.05,,,,,
13292,4735,0.07,,,,,
13292,13291,0.05,,,,,
13293,4735,0.34,,,,,
13293,13294,0.2,,,,,
13294,13293,0.2,,,,,
13294,13295,0.16,,,,,
13295,8028,0.06,,,,,
13295,13294,0.16,,,,,
13296,4800,0.05,,,,,
13296,13297,0.15,,,,,
13297,13296,0.15,,,,,
13297,13298,0.25,,,,,
13298,4842,0.07,,,,,
13298,13297,0.25,,,,,
13299,7960,0.52,,,,,
13299,12563,0.05,,,,,
13299,13300,0.08,,,,,
13300,13299,0.08,,,,,
13300,13301,0.23,,,,,
13301,13300,0.23,,,,,
13301,13302,0.26,,,,,
13302,13301,0.26,,,,,
13302,13303,0.3,,,,,
13303,13302,0.3,,,,,
13303,13304,0.21,,,,,
13304,4715,0.06,,,,,
13304,13303,0.21,,,,,
13305,4715,0.05,,,,,
13305,7960,0.33,,,,,
13306,4715,0.13,,,,,
13306,13307,0.2,,,,,
13307,13306,0.2,,,,,
13307,13308,0.26,,,,,
13308,13307,0.26,,,,,
13308,13309,0.26,,,,,
13309,4841,0.08,,,,,
13309,13308,0.26,,,,,
13310,8023,0.25,,,,,
13310,13311,0.46,,,,,
13311,4835,0.07,,,,,
13311,13310,0.46,,,,,
13312,4835,0.24,,,,,
13312,13313,0.27,,,,,
13313,4836,0.06,,,,,
13313,13312,0.27,,,,,
13314,4836,0.05,,,,,
13314,13315,0.1,,,,,
13315,13314,0.1,,,,,
13315,13316,0.09,,,,,
13316,8037,0.18,,,,,
13316,13315,0.09,,,,,
13317,4842,0.07,,,,,
13317,13318,0.16,,,,,
13318,13317,0.16,,,,,
13318,13323,0.06,,,,,
13319,4891,0.15,,,,,
13319,13323,0.07,,,,,
13320,7959,0.1,,,,,
13320,13321,0.17,,,,,
13321,13320,0.17,,,,,
13321,13322,0.35,,,,,
13322,4841,0.17,,,,,
13322,13321,0.35,,,,,
13323,13318,0.06,,,,,
13323,13319,0.07,,,,,
13323,13324,0.52,,,,,
13324,1305,0.6,,,,,
13324,13323,0.52,,,,,
13324,13325,0.29,,,,,
13324,13327,0.27,,,,,
13325,13324,0.29,,,,,
13325,13326,0.08,,,,,
13326,4891,0.45,,,,,
13326,8038,0.47,,,,,
13326,13325,0.08,,,,,
13326,13715,0.06,,,,,
13327,13324,0.27,,,,,
13327,13328,0.14,,,,,
13328,13327,0.14,,,,,
13328,13329,0.18,,,,,
13329,1305,0.34,,,,,
13329,8038,0.26,,,,,
13329,12928,0.08,,,,,
13329,13328,0.18,,,,,
13330,13331,0.42,,,,,
13330,13380,0.3,,,,,
13331,5203,0.29,,,,,
13331,13330,0.42,,,,,
13332,5203,0.07,,,,,
13332,13333,0.14,,,,,
13333,13332,0.14,,,,,
13333,13334,0.09,,,,,
13334,13333,0.09,,,,,
13334,13335,0.07,,,,,
13335,13334,0.07,,,,,
13335,13336,0.1,,,,,
13336,13335,0.1,,,,,
13336,13337,0.12,,,,,
13337,13336,0.12,,,,,
13337,13338,0.16,,,,,
13338,5161,0.07,,,,,
13338,13337,0.16,,,,,
13339,13341,0.18,,,,,
13339,13379,0.03,,,,,
13340,5161,0.13,,,,,
13340,5163,0.16,,,,,
13341,13339,0.18,,,,,
13341,13358,0.19,,,,,
13342,13343,0.24,,,,,
13342,13362,0.15,,,,,
13343,5203,0.07,,,,,
13343,13342,0.24,,,,,
13344,5203,0.07,,,,,
13344,13345,0.19,,,,,
13345,13344,0.19,,,,,
13345,13346,0.26,,,,,
13346,13345,0.26,,,,,
13346,13466,0.33,,,,,
13347,13348,0.22,,,,,
13347,13424,0.1,,,,,
13348,8181,0.03,,,,,
13348,13347,0.22,,,,,
13349,5160,0.05,,,,,
13349,13350,0.18,,,,,
13350,13349,0.18,,,,,
13350,13351,0.09,,,,,
13351,13350,0.09,,,,,
13351,13352,0.19,,,,,
13352,8176,0.09,,,,,
13352,13351,0.19,,,,,
13353,5194,0.13,,,,,
13353,8176,0.13,,,,,
13354,5168,0.25,,,,,
13354,13397,0.35,,,,,
13355,5168,0.06,,,,,
13355,13356,0.13,,,,,
13356,13355,0.13,,,,,
13356,13357,0.12,,,,,
13357,5167,0.12,,,,,
13357,13356,0.12,,,,,
13358,13341,0.19,,,,,
13358,13359,0.43,,,,,
13358,13364,0.15,,,,,
13359,13358,0.43,,,,,
13359,13360,0.41,,,,,
13360,13359,0.41,,,,,
13360,13361,0.11,,,,,
13361,13360,0.11,,,,,
13361,13362,0.09,,,,,
13362,5202,0.15,,,,,
13362,13342,0.15,,,,,
13362,13361,0.09,,,,,
13363,13364,0.03,,,,,
13363,13420,0.11,,,,,
13364,13358,0.15,,,,,
13364,13363,0.03,,,,,
13364,13365,0.46,,,,,
13365,13364,0.46,,,,,
13365,13419,0.2,,,,,
13366,13367,0.26,,,,,
13366,13419,0.24,,,,,
13367,13366,0.26,,,,,
13367,13368,0.26,,,,,
13368,13367,0.26,,,,,
13368,13369,0.1,,,,,
13369,1261,0.4,,,,,
13369,13368,0.1,,,,,
13369,13370,0.22,,,,,
13370,13369,0.22,,,,,
13370,13371,0.21,,,,,
13371,13370,0.21,,,,,
13371,13372,0.36,,,,,
13372,13371,0.36,,,,,
13372,13373,0.45,,,,,
13373,13372,0.45,,,,,
13373,13374,0.17,,,,,
13374,13373,0.17,,,,,
13374,13375,0.19,,,,,
13375,13374,0.19,,,,,
13375,13376,0.11,,,,,
13376,13375,0.11,,,,,
13376,13377,0.15,,,,,
13377,13376,0.15,,,,,
13377,13378,0.16,,,,,
13378,13377,0.16,,,,,
13378,13379,0.08,,,,,
13379,5161,0.05,,,,,
13379,13339,0.03,,,,,
13379,13378,0.08,,,,,
13380,13330,0.3,,,,,
13380,13381,0.28,,,,,
13381,8183,0.05,,,,,
13381,13380,0.28,,,,,
13382,5210,0.08,,,,,
13382,8183,0.23,,,,,
13383,5210,0.09,,,,,
13383,13384,0.23,,,,,
13384,13383,0.23,,,,,
13384,13385,0.15,,,,,
13385,13384,0.15,,,,,
13385,14372,0.2,,,,,
13386,8181,0.08,,,,,
13386,13387,0.33,,,,,
13387,13386,0.33,,,,,
13387,13388,0.09,,,,,
13388,13387,0.09,,,,,
13388,13389,0.06,,,,,
13388,13390,0.16,,,,,
13389,13388,0.06,,,,,
13389,13425,0.38,,,,,
13390,13388,0.16,,,,,
13390,13391,0.05,,,,,
13391,11579,0.15,,,,,
13391,13390,0.05,,,,,
13391,13392,0.05,,,,,
13392,13391,0.05,,,,,
13392,13393,0.41,,,,,
13393,13392,0.41,,,,,
13393,13394,0.33,,,,,
13394,13393,0.33,,,,,
13394,13395,0.08,,,,,
13395,5194,0.2,,,,,
13395,13394,0.08,,,,,
13395,28872,0.38,,,,,
13396,13403,0.08,,,,,
13396,13408,0.37,,,,,
13396,13541,0.12,,,,,
13397,1256,0.75,,,,,
13397,13354,0.35,,,,,
13397,13398,1,,,,,
13397,13416,0.08,,,,,
13398,13397,1,,,,,
13398,13411,0.09,,,,,
13398,13412,0.09,,,,,
13399,5084,0.42,,,,,
13399,13412,0.06,,,,,
13399,13413,0.1,,,,,
13400,13523,0.24,,,,,
13400,13526,0.11,,,,,
13400,13527,0.07,,,,,
13401,13402,0.09,,,,,
13401,13538,0.14,,,,,
13401,13539,0.05,,,,,
13402,13401,0.09,,,,,
13402,13540,0.07,,,,,
13402,13541,0.08,,,,,
13403,13396,0.08,,,,,
13403,13404,0.26,,,,,
13404,13403,0.26,,,,,
13404,13417,0.21,,,,,
13405,13406,0.28,,,,,
13405,13418,0.11,,,,,
13406,13405,0.28,,,,,
13406,13407,0.23,,,,,
13407,13406,0.23,,,,,
13407,13408,0.07,,,,,
13408,13396,0.37,,,,,
13408,13407,0.07,,,,,
13408,13409,0.07,,,,,
13409,13408,0.07,,,,,
13409,13410,0.18,,,,,
13410,13409,0.18,,,,,
13410,13411,0.34,,,,,
13411,13398,0.09,,,,,
13411,13410,0.34,,,,,
13412,1255,0.39,,,,,
13412,13398,0.09,,,,,
13412,13399,0.06,,,,,
13413,13399,0.1,,,,,
13413,13414,0.22,,,,,
13414,13413,0.22,,,,,
13414,13542,0.33,,,,,
13415,13416,0.03,,,,,
13415,13417,0.03,,,,,
13415,13418,0.04,,,,,
13416,13397,0.08,,,,,
13416,13415,0.03,,,,,
13417,13404,0.21,,,,,
13417,13415,0.03,,,,,
13418,13405,0.11,,,,,
13418,13415,0.04,,,,,
13419,13365,0.2,,,,,
13419,13366,0.24,,,,,
13419,13422,0.4,,,,,
13420,5160,0.12,,,,,
13420,13363,0.11,,,,,
13420,13421,0.13,,,,,
13421,13420,0.13,,,,,
13421,13422,0.63,,,,,
13422,13419,0.4,,,,,
13422,13421,0.63,,,,,
13423,8182,0.2,,,,,
13423,13424,0.14,,,,,
13424,13347,0.1,,,,,
13424,13423,0.14,,,,,
13425,13389,0.38,,,,,
13425,13426,0.35,,,,,
13426,13425,0.35,,,,,
13426,13427,0.09,,,,,
13427,8140,0.6,,,,,
13427,13426,0.09,,,,,
13427,13430,0.23,,,,,
13428,8182,0.04,,,,,
13428,13430,0.23,,,,,
13429,8182,0.05,,,,,
13429,13462,0.21,,,,,
13430,13427,0.23,,,,,
13430,13428,0.23,,,,,
13431,8143,0.04,,,,,
13431,14377,0.07,,,,,
13432,8143,0.05,,,,,
13432,13433,0.21,,,,,
13433,13432,0.21,,,,,
13433,13434,0.34,,,,,
13434,13433,0.34,,,,,
13434,13492,0.06,,,,,
13435,13436,0.61,,,,,
13435,13492,0.15,,,,,
13436,1259,0.3,,,,,
13436,13435,0.61,,,,,
13436,13437,0.23,,,,,
13437,8144,0.07,,,,,
13437,13436,0.23,,,,,
13438,8144,0.21,,,,,
13438,13496,0.16,,,,,
13439,8144,0.41,,,,,
13439,8186,0.27,,,,,
13440,5291,0.07,,,,,
13440,8186,0.14,,,,,
13441,5291,0.04,,,,,
13441,13442,0.1,,,,,
13442,13441,0.1,,,,,
13442,13443,0.07,,,,,
13443,5642,0.08,,,,,
13443,13442,0.07,,,,,
13444,4975,0.07,,,,,
13444,13445,0.32,,,,,
13445,4956,0.07,,,,,
13445,13444,0.32,,,,,
13446,4956,0.06,,,,,
13446,5013,0.42,,,,,
13447,5013,0.08,,,,,
13447,13448,0.44,,,,,
13448,5019,0.04,,,,,
13448,13447,0.44,,,,,
13449,5019,0.48,,,,,
13449,5052,0.1,,,,,
13450,5051,0.18,,,,,
13450,13569,0.21,,,,,
13451,5041,0.35,,,,,
13451,5051,0.18,,,,,
13452,8140,0.04,,,,,
13452,11628,0.26,,,,,
13453,8140,0.02,,,,,
13453,8141,0.09,,,,,
13454,11618,0.31,,,,,
13454,13455,0.05,,,,,
13455,5303,0.37,,,,,
13455,8141,0.37,,,,,
13455,13454,0.05,,,,,
13456,5303,0.12,,,,,
13456,13457,0.23,,,,,
13457,5320,0.13,,,,,
13457,13456,0.23,,,,,
13458,5303,0.11,,,,,
13458,13459,0.24,,,,,
13459,13458,0.24,,,,,
13459,13460,0.33,,,,,
13460,5279,0.23,,,,,
13460,13459,0.33,,,,,
13461,13462,0.03,,,,,
13461,13463,0.02,,,,,
13462,13429,0.21,,,,,
13462,13461,0.03,,,,,
13462,13464,0.2,,,,,
13463,13461,0.02,,,,,
13463,13469,0.09,,,,,
13464,13463,0.23,,,,,
13465,8184,0.05,,,,,
13465,13466,0.45,,,,,
13466,13346,0.33,,,,,
13466,13465,0.45,,,,,
13467,5278,0.12,,,,,
13467,8184,0.04,,,,,
13468,8184,0.06,,,,,
13468,13508,0.27,,,,,
13469,5279,0.1,,,,,
13469,13463,0.09,,,,,
13470,5320,0.23,,,,,
13470,13471,0.14,,,,,
13471,5358,0.15,,,,,
13471,13470,0.14,,,,,
13472,5358,0.11,,,,,
13472,13473,0.22,,,,,
13473,8191,0.06,,,,,
13473,13472,0.22,,,,,
13474,5358,0.07,,,,,
13474,13475,0.12,,,,,
13475,13474,0.12,,,,,
13475,13489,0.05,,,,,
13476,5436,0.05,,,,,
13476,13489,0.1,,,,,
13477,5436,0.15,,,,,
13477,8158,0.42,,,,,
13478,8149,0.54,,,,,
13478,8193,0.03,,,,,
13479,8193,0.02,,,,,
13479,8194,0.18,,,,,
13480,5314,0.25,,,,,
13480,13481,0.18,,,,,
13481,5321,0.04,,,,,
13481,13480,0.18,,,,,
13482,5321,0.2,,,,,
13482,8145,0.11,,,,,
13483,1072,0.98,,,,,
13483,5358,0.23,,,,,
13483,13484,0.08,,,,,
13484,5354,0.09,,,,,
13484,13483,0.08,,,,,
13485,13486,0.29,,,,,
13485,13490,0.2,,,,,
13486,5353,0.09,,,,,
13486,13485,0.29,,,,,
13487,13488,0.24,,,,,
13487,13490,0.45,,,,,
13488,13487,0.24,,,,,
13488,13489,0.1,,,,,
13489,13475,0.05,,,,,
13489,13476,0.1,,,,,
13489,13488,0.1,,,,,
13490,13485,0.2,,,,,
13490,13487,0.45,,,,,
13490,13522,0.53,,,,,
13491,5436,0.14,,,,,
13491,8193,0.11,,,,,
13492,13434,0.06,,,,,
13492,13435,0.15,,,,,
13492,13493,0.38,,,,,
13493,13492,0.38,,,,,
13493,13494,0.44,,,,,
13494,13493,0.44,,,,,
13494,13495,0.42,,,,,
13495,13494,0.42,,,,,
13495,13496,0.06,,,,,
13496,8155,0.33,,,,,
13496,13438,0.16,,,,,
13496,13495,0.06,,,,,
13497,5365,0.16,,,,,
13497,5581,0.09,,,,,
13498,5365,0.06,,,,,
13498,14406,0.3,,,,,
13499,1260,0.72,,,,,
13499,5365,0.1,,,,,
13499,13500,0.18,,,,,
13500,13499,0.18,,,,,
13500,13501,0.16,,,,,
13501,13500,0.16,,,,,
13501,13643,0.19,,,,,
13502,8145,0.27,,,,,
13502,13503,0.19,,,,,
13503,13502,0.19,,,,,
13503,13504,0.05,,,,,
13504,1068,0.19,,,,,
13504,13503,0.05,,,,,
13504,13505,0.34,,,,,
13505,13504,0.34,,,,,
13505,13506,0.15,,,,,
13506,8190,0.39,,,,,
13506,13505,0.15,,,,,
13506,29185,1.95,,,,,
13507,8155,0.07,,,,,
13507,13508,0.15,,,,,
13508,13468,0.27,,,,,
13508,13507,0.15,,,,,
13509,5347,0.1,,,,,
13509,8190,0.12,,,,,
13510,5321,0.24,,,,,
13510,5347,0.02,,,,,
13511,13512,0.02,,,,,
13511,13513,0.22,,,,,
13511,14512,0.05,,,,,
13512,5642,0.12,,,,,
13512,13511,0.02,,,,,
13513,13511,0.22,,,,,
13513,13515,0.24,,,,,
13514,13515,0.08,,,,,
13514,13517,0.23,,,,,
13515,13513,0.24,,,,,
13515,13514,0.08,,,,,
13515,14407,0.2,,,,,
13516,14402,0.33,,,,,
13516,14403,0.25,,,,,
13516,14407,0.6,,,,,
13517,13514,0.23,,,,,
13517,13518,0.28,,,,,
13517,13519,0.07,,,,,
13518,5291,0.35,,,,,
13518,5581,0.04,,,,,
13518,13517,0.28,,,,,
13519,13517,0.07,,,,,
13519,13520,0.38,,,,,
13520,13519,0.38,,,,,
13520,14405,0.33,,,,,
13521,13522,0.45,,,,,
13521,27445,0.23,,,,,
13522,13490,0.53,,,,,
13522,13521,0.45,,,,,
13523,5135,0.16,,,,,
13523,13400,0.24,,,,,
13524,13525,0.2,,,,,
13524,13539,0.31,,,,,
13525,13524,0.2,,,,,
13525,13526,0.33,,,,,
13526,13400,0.11,,,,,
13526,13525,0.33,,,,,
13527,13400,0.07,,,,,
13527,13528,0.18,,,,,
13528,5171,0.04,,,,,
13528,13527,0.18,,,,,
13529,5171,0.09,,,,,
13529,5177,0.06,,,,,
13530,5177,0.08,,,,,
13530,8177,0.3,,,,,
13531,5177,0.14,,,,,
13531,5209,0.1,,,,,
13532,5049,0.07,,,,,
13532,5084,0.08,,,,,
13533,5084,0.08,,,,,
13533,13534,0.15,,,,,
13534,5105,0.05,,,,,
13534,13533,0.15,,,,,
13535,5105,0.05,,,,,
13535,13536,0.18,,,,,
13536,13535,0.18,,,,,
13536,13537,0.19,,,,,
13537,5135,0.05,,,,,
13537,13536,0.19,,,,,
13538,5135,0.23,,,,,
13538,13401,0.14,,,,,
13539,13401,0.05,,,,,
13539,13524,0.31,,,,,
13540,13402,0.07,,,,,
13540,13542,0.37,,,,,
13541,13396,0.12,,,,,
13541,13402,0.08,,,,,
13542,13414,0.33,,,,,
13542,13540,0.37,,,,,
13543,5049,0.34,,,,,
13543,13544,0.08,,,,,
13543,13754,0.22,,,,,
13544,13543,0.08,,,,,
13544,13545,0.18,,,,,
13545,13544,0.18,,,,,
13545,13546,0.27,,,,,
13546,1283,0.26,,,,,
13546,13545,0.27,,,,,
13546,13547,0.36,,,,,
13547,13546,0.36,,,,,
13547,13548,0.1,,,,,
13548,13547,0.1,,,,,
13548,13549,0.18,,,,,
13549,13548,0.18,,,,,
13549,13550,0.07,,,,,
13550,13549,0.07,,,,,
13550,13551,0.03,,,,,
13550,13552,0.05,,,,,
13551,13550,0.03,,,,,
13551,26304,0.12,,,,,
13552,13550,0.05,,,,,
13552,13558,0.32,,,,,
13553,13554,0.17,,,,,
13553,26304,0.06,,,,,
13554,13553,0.17,,,,,
13554,31992,0.13,,,,,
13555,13557,0.14,,,,,
13555,31992,0.04,,,,,
13556,13557,0.11,,,,,
13556,29412,0.09,,,,,
13557,13555,0.14,,,,,
13557,13556,0.11,,,,,
13558,13552,0.32,,,,,
13558,13564,0.17,,,,,
13559,5106,0.12,,,,,
13559,13560,0.1,,,,,
13560,13559,0.1,,,,,
13560,29412,0.04,,,,,
13561,5066,1.49,,,,,
13561,5106,0.67,,,,,
13561,13562,0.54,,,,,
13562,1284,0.62,,,,,
13562,13561,0.54,,,,,
13562,13563,0.07,,,,,
13562,13565,0.3,,,,,
13563,13562,0.07,,,,,
13563,13564,0.27,,,,,
13564,13558,0.17,,,,,
13564,13563,0.27,,,,,
13565,13562,0.3,,,,,
13565,13566,0.49,,,,,
13566,13565,0.49,,,,,
13566,13567,0.23,,,,,
13567,1280,0.18,,,,,
13567,13566,0.23,,,,,
13567,13568,0.24,,,,,
13568,13567,0.24,,,,,
13568,13569,0.11,,,,,
13569,5052,0.04,,,,,
13569,13450,0.21,,,,,
13569,13568,0.11,,,,,
13570,13572,0.38,,,,,
13570,13592,0.3,,,,,
13570,32021,0.27,,,,,
13571,1270,0.85,,,,,
13571,13573,0.3,,,,,
13571,13576,0.25,,,,,
13571,32018,0.24,,,,,
13571,32020,0.25,,,,,
13572,13570,0.38,,,,,
13572,13575,0.28,,,,,
13573,13571,0.3,,,,,
13573,13574,0.24,,,,,
13574,5144,0.05,,,,,
13574,13573,0.24,,,,,
13575,8716,0.1,,,,,
13575,13572,0.28,,,,,
13576,5150,0.05,,,,,
13576,13571,0.25,,,,,
13577,5180,0.09,,,,,
13577,13578,0.1,,,,,
13578,13577,0.1,,,,,
13578,14495,0.11,,,,,
13579,13580,0.16,,,,,
13579,14495,0.05,,,,,
13579,32019,0.08,,,,,
13580,13579,0.16,,,,,
13580,13581,0.23,,,,,
13581,13580,0.23,,,,,
13581,13582,0.16,,,,,
13582,5181,0.11,,,,,
13582,13581,0.16,,,,,
13583,5181,0.04,,,,,
13583,26206,0.21,,,,,
13584,5176,0.09,,,,,
